Rank,Author,Title,Citations,Year,Source,cit/year
110,"Wang, F Chen, W Xu, MH Yang",Online discriminative object tracking with local sparse representation,167,2012,https://ieeexplore.ieee.org/abstract/document/6162999/?casa_token=54UAzyPN8KUAAAAA:R6kRAMa0tM-hFHTVadfVjAnd6ssYmQsr49alWUz5pi0U20UJECvagHsp-r6L6s3lfLeQwz6SzHw,17
72,"Čehovin, A Leonardis…",Visual object tracking performance measures revisited,165,2016,https://ieeexplore.ieee.org/abstract/document/7389405/?casa_token=YwTJUE0KkDEAAAAA:kien4WES3xDerg9Q0LaemJXB9ZQmg-9UpB9SiGQVLv_QBV4mBWUUKLBHyBvnb5OY3bPtHVc4-5g,28
94,"Hariharakrishnan, D Schonfeld",Fast object tracking using adaptive block matching,164,2005,https://ieeexplore.ieee.org/abstract/document/1510632/?casa_token=W3w3eh9NqRgAAAAA:Q_miV4S93aSmfJKAwshb9Qa_Z7kRv50o4ROBJR-C0wPRKZ97TowRGYgf4z6lUpRoDJU1flQ5sIk,10
207," Vu, O Aycard, N Appenrodt",Online localization and mapping with moving object tracking in dynamic outdoor environments,164,2007,https://ieeexplore.ieee.org/abstract/document/4290113/?casa_token=bUDANoWvDgUAAAAA:AZtfuBYBCPeILman2DY8s3t4mlHU59-aBhzx7vhBsNNDfD6OX1vdxneI7T5Q7uAnOgGMOEVCbZY,11
237,"Du, Y Qi, H Yu, Y Yang, K Duan…",The unmanned aerial vehicle benchmark: Object detection and tracking,163,2018,http://openaccess.thecvf.com/content_ECCV_2018/html/Dawei_Du_The_Unmanned_Aerial_ECCV_2018_paper.html,41
63,"Son, M Baek, M Cho, B Han",Multi-object tracking with quadruplet convolutional neural networks,163,2017,http://openaccess.thecvf.com/content_cvpr_2017/html/Son_Multi-Object_Tracking_With_CVPR_2017_paper.html,33
288," Bae, KJ Yoon",Confidence-based data association and discriminative deep appearance learning for robust online multi-object tracking,163,2017,https://ieeexplore.ieee.org/abstract/document/7893777/?casa_token=JUguzp09akEAAAAA:Ms_xuqq9NYOCF0G0BZrenbZqEB4YCHdfciMec8KYyuQIkY6cNrI7reBoU4HwTqZPtFNlk74EIa4,33
105," Beal, N Jojic, H Attias",A graphical model for audiovisual object tracking,162,2003,https://ieeexplore.ieee.org/abstract/document/1206512/?casa_token=RjMc6mlP_bkAAAAA:9iJsec6WLJT1-sRWQTSA0OBOczE3P1X6v6hbrBcCQ3sMCWD43sSg4CQ9O6tip-am9IobZohfqpE,9
154,"Baum, UD Hanebeck",Random hypersurface models for extended object tracking,160,2009,https://ieeexplore.ieee.org/abstract/document/5407526/?casa_token=MCF9UCqH_QcAAAAA:wR42GZhXjGjrhnB_OcGS3TodhM5IIbZ_nL03Qwf0PluvCtAtj7vqp8b57N3f5iD-ndxEdry_ILU,12
103,"Zhu, H Yang, N Liu, M Kim…",Online multi-object tracking with dual matching attention networks,158,2018,http://openaccess.thecvf.com/content_ECCV_2018/html/Ji_Zhu_Online_Multi-Object_Tracking_ECCV_2018_paper.html,40
223," Yoon, CR Lee, MH Yang…",Online multi-object tracking via structural constraint event aggregation,158,2016,http://openaccess.thecvf.com/content_cvpr_2016/html/Yoon_Online_Multi-Object_Tracking_CVPR_2016_paper.html,26
209," Gabriel, JG Verly, JH Piater…",The state of the art in multiple object tracking under occlusion in video sequences,157,2003,https://www.researchgate.net/profile/Justus_Piater/publication/228877512_The_state_of_the_art_in_multiple_object_tracking_under_occlusion_in_video_sequences/links/02e7e51d3415db38d6000000/The-state-of-the-art-in-multiple-object-tracking-under-occlusion-in-video-sequences.pdf,8
156,"Nummiaro, E Kolle",Color-based object tracking in multi-camera environments,156,2003,https://link.springer.com/chapter/10.1007/978-3-540-45243-0_75,8
279," Henriques, R Caseiro…",Globally optimal solution to multi-object tracking with merged measurements,150,2011,https://ieeexplore.ieee.org/abstract/document/6126532/?casa_token=TeIJKQkdeikAAAAA:8WIqbBcar_rWtGlQX7rKjFj7aJgbdE3l4UG539yZ8MXyV-zHSBhGc4LOd69d2R0SBbXg-zIizks,14
307,"Hare, A Saffari, PHS Torr",Efficient online structured output learning for keypoint-based object tracking,150,2012,https://ieeexplore.ieee.org/abstract/document/6247889/?casa_token=hlcVMHHe1L8AAAAA:fy60clXhNRHQvPFqKugqsIDnlC0mnWHehcHwjMlYlD4hFQhvbPnIBZPMZ70ZKOrFOsfX9zvGvO0,15
240,"Takala, M Pietikainen","Multi-object tracking using color, texture and motion",150,2007,https://ieeexplore.ieee.org/abstract/document/4270504/?casa_token=Xbg-k2XKQtgAAAAA:kUJPRKYSFzvEboAOx3EyJKCiHosOliyO1sBs0q4JYYxpUEh0BSTiWmBuT68qX-bSybXX2oRSpDs,10
216,"Gammeter, A Gassmann, L Bossard…",Server-side object recognition and client-side object tracking for mobile augmented reality,149,2010,https://ieeexplore.ieee.org/abstract/document/5543248/?casa_token=-0neskhIR-EAAAAA:0qymKbBnQ_ESXii_og6Vx43w9xSYLgfRq52WFCiNRx9ylTD3g8RCMFeVpIyvm6JDv7xLeMd3cAg,12
68,"Tissainayagam, D Suter",Object tracking in image sequences using point features,148,2005,https://www.sciencedirect.com/science/article/pii/S0031320304002407?casa_token=4b5SSp7-5ogAAAAA:W9vsfuHv2FG3PRfvitXNf1aV8JCTzNVXeZeB-N6fWpuvfSL3bHM5ElC7h1pATq6079ndGY4mwIw,9
81,"Dong, J Shen, D Yu, W Wang, J Liu…",Occlusion-aware real-time object tracking,148,2016,https://ieeexplore.ieee.org/abstract/document/7752914/?casa_token=HCPvYhv8jKkAAAAA:2mkXzISKkE_I8WQQvMJVRw6wiweMTCmoE92NJBx9srzwNzIBApdnJJ2CPrBv_iRoygGEMn_91D4,25
139, Pylyshyn,Some puzzling findings in multiple object tracking (MOT): II. Inhibition of moving nontargets,146,2006,https://www.tandfonline.com/doi/abs/10.1080/13506280544000200?casa_token=05Iw80bwdHIAAAAA:066QUF61rqMYdfOov375li1xOJDa1nYPvBUT_TDBuy4vXbCftfL01lvsqq-h4tSLjI7fyeQap5_kk5s,9
113,"Kiani Galoogahi, A Fagg, C Huang…",Need for speed: A benchmark for higher frame rate object tracking,145,2017,http://openaccess.thecvf.com/content_iccv_2017/html/Galoogahi_Need_for_Speed_ICCV_2017_paper.html,29
124,"Wang, F Chen, W Xu, MH Yang",Object tracking via partial least squares analysis,145,2012,https://ieeexplore.ieee.org/abstract/document/6224182/?casa_token=SdJXmpLiF2cAAAAA:se0pUiKDYLfllvwpVpQQ1677tOMawxfNL6pxM_frBYjtvjvE26Wvw1HPmxrO9l-YRw4Z4R-_W6M,14
41,"Voigtlaender, M Krause, A Osep…",Mots: Multi-object tracking and segmentation,145,2019,http://openaccess.thecvf.com/content_CVPR_2019/html/Voigtlaender_MOTS_Multi-Object_Tracking_and_Segmentation_CVPR_2019_paper.html,48
194,"Wu, A Thangali, S Sclaroff…",Coupling detection and data association for multiple object tracking,142,2012,https://ieeexplore.ieee.org/abstract/document/6247896/?casa_token=goXJqW7y4GYAAAAA:wypt8f5DE6i8QcOc4rjoVd3uy_i5iQlfEWq3_CADn8baorORYVDgeqb7rOAQPuoL1P8VqIJNoWs,14
140,"Han, L Davis",On-line density-based appearance modeling for object tracking,141,2005,https://ieeexplore.ieee.org/abstract/document/1544894/?casa_token=2eZSt6_XyNUAAAAA:AIjT75U9ltGgC35NQ7jJbkwIAhYnIVanC4dx8_U8zd0S8Pa7NHhclxY3Hx4eoUOItCyjyoPXnjM,8
280,"Treptow, A Zell",Real-time object tracking for soccer-robots without color information,135,2004,https://www.sciencedirect.com/science/article/pii/S0921889004000752?casa_token=eVPbexEtCHoAAAAA:fwHNeWnT0FifdFNK2oPZ5AD6AhtRRtl7wstCd3634B2Pp2eSJK9b4rITZxED3QVoB3exW9264zI,8
157,"Bahl, G Ammer, T Schilling, A Borst",Object tracking in motion-blind flies,134,2013,https://www.nature.com/articles/nn.3386.pdf?origin=ppub,15
263," Keane, ZW Pylyshyn","Is motion extrapolation employed in multiple object tracking? Tracking as a low-level, non-predictive function",133,2006,https://www.sciencedirect.com/science/article/pii/S0010028505001027?casa_token=aRUZZM5SR8oAAAAA:1EqBbSWBrpEC6EUjOfYXN5o068gOXg2kuS6inJUSEyjmKP21kujC-l_z6bFyYaazNu0KSLk3lh4,8
153,"Pernici, A Del Bimbo",Object tracking by oversampling local features,132,2013,https://ieeexplore.ieee.org/abstract/document/6684527/?casa_token=3iVs2XeVRB0AAAAA:1ads15i6UQxiRDechM0fg0z2wjbRM3DcBHuv_zjmUeCfZMP-sxbUBWhLD-sQCogwRKHFaMOu7p4,15
131,"Jeyakar, RV Babu, KR Ramakrishnan",Robust object tracking with background-weighted local kernels,132,2008,https://www.sciencedirect.com/science/article/pii/S1077314208000726?casa_token=UmfJvdpo5SAAAAAA:07fbVlIYjxaUmUGvj7px106LR9kjVmN0TPZpcFVC96-6CXyQ63Dp0uPnntn0kYcTgZcVygzRgSY,9
195,"Baum, UD Hanebeck",Extended object tracking with random hypersurface models,131,2014,https://ieeexplore.ieee.org/abstract/document/6809906/?casa_token=4T4X3b-ax4wAAAAA:MPCaQcrSJAaYBw4XZhZ41gqX2sZkDnYOYQRayTCvEX03F7CmpGKJeTFLGYJh8hc7sFebiQu6w3w,16
278,"Liu, EL Austen, KS Booth, BD Fisher…","Multiple-object tracking is based on scene, not retinal, coordinates.",129,2005,https://psycnet.apa.org/record/2005-03515-001,8
125,"Ojha, S Sakhare",Image processing techniques for object tracking in video surveillance-A survey,128,2015,https://ieeexplore.ieee.org/abstract/document/7087180/?casa_token=143hANs-dCUAAAAA:L0USuHdDvtTQbrXee6LS49tbFWNZG6FaYbw7HlkW7QnvfpVLgZkPnJy-ZZVw6b3lDwQsU2dUzvM,18
214,"Zhou, JK Aggarwal",Object tracking in an outdoor environment using fusion of features and cameras,127,2006,https://www.sciencedirect.com/science/article/pii/S0262885605000843?casa_token=cr-kt0wW_G0AAAAA:zZ2Jni8Y5FuR_RSo1LNuUv52zKnZoFZ2udrzV6IFHckn75PmNSJ3XdkWZ4-dA-CtfS3pTKweQcI,8
226,"He, X Li, X You, D Tao…",Connected component model for multi-object tracking,127,2016,https://ieeexplore.ieee.org/abstract/document/7471478/?casa_token=MbSIrTF_8ZUAAAAA:yEWSPB0QIp1PEVdql75qR9-_NEOctQE-oHxOisgdykkDwXRv-R88P6eGtd2qIVZgHZgBoIrWip0,21
234,Bahrami,Object property encoding and change blindness in multiple object tracking,126,2003,https://www.tandfonline.com/doi/abs/10.1080/13506280344000158?casa_token=HYra5-ecQ0QAAAAA:xN3HZxvdjO-RZSLA7G8UH1jjWhqk5irsqat8mcListZWey8X3UybHWwOSPgldup6BOxI2zfeIvLi6wE,7
206,"Chari, S Lacost",On pairwise costs for network flow multi-object tracking,126,0,https://www.cv-foundation.org/openaccess/content_cvpr_2015/html/Chari_On_Pairwise_Costs_2015_CVPR_paper.html,0
178,"Kim, F Li, JM Rehg",Multi-object tracking with neural gating using bilinear lstm,126,2018,http://openaccess.thecvf.com/content_ECCV_2018/html/Chanho_Kim_Multi-object_Tracking_with_ECCV_2018_paper.html,32
326,"Kaempchen, K Weiss, M Schaefer…",IMM object tracking for high dynamic driving maneuvers,123,2004,https://ieeexplore.ieee.org/abstract/document/1336491/,7
253," Howe, TS Horowitz, IA Morocz, J Wolfe…",Using fMRI to distinguish components of the multiple object tracking task,122,2009,https://iovs.arvojournals.org/article.aspx?articleid=2193370,9
323,"Iordanescu, M Grabowecky, S Suzuki",Demand-based dynamic distribution of attention and monitoring of velocities during multiple-object tracking,122,2009,https://jov.arvojournals.org/article.aspx?articleid=2193361,9
256,"Zhou, H Tao",A background layer model for object tracking through occlusion,121,2003,https://ieeexplore.ieee.org/abstract/document/1238469/?casa_token=0Qben1d-Cs0AAAAA:h3lwgHT2V0it3XHV4SRiGOWfuLz0dTo4C3v67m1wVMTfoE6ksg9JddKpQrqoD0KGQZZFTQolMcE,6
136,"Zhang, X Yu, Y Sui, S Zhao…",Object tracking with multi-view support vector machines,120,2015,https://ieeexplore.ieee.org/abstract/document/7004814/?casa_token=xAZQ0KE3qMoAAAAA:orAdG50FwWich7qsxmZr_L1HHtemwP-rpEI1JrDERSGp_H6G_sYInSawZ9gP6RghpR0MwxvFZyw,17
146,"Park, V Lepetit, W Woo",Multiple 3d object tracking for augmented reality,120,2008,https://ieeexplore.ieee.org/abstract/document/4637336/?casa_token=q0qeLSNc9NIAAAAA:1euVhdajjuk25S5CQoszorPaWpKgT2iTqACG3FblwXYk5PewfEZ_1wskvgsalvoxEhw83Vpd_9A,9
173,"Tombu, AE Seiffert",Attentional costs in multiple-object tracking,118,2008,https://www.sciencedirect.com/science/article/pii/S0010027708000097?casa_token=rLTo_jYN2kwAAAAA:W9zUpH1tGTYmMbSFm62FAVgH26OlPbN-MYNvTcPLJI1u5oHJmKhFeS20JiXCRdzsdkxjxEkweyU,8
44,"Borji, S Frintrop, DN Sihite, L Itti",Adaptive object tracking by learning background context,115,2012,https://ieeexplore.ieee.org/abstract/document/6239191/?casa_token=J4g8rRj1iuUAAAAA:1i6tldR3lrtiAEs_mAJoMXDSmkMCfNEvoYB-6BY7FCoHf6TqSNw9jK5J_EKYbYbMuYrTkYtse8o,12
260,"Bernardin, A Elbs, R Stiefelhagen",Multiple object tracking performance metrics and evaluation in a smart room environment,115,2006,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.69.7070&rep=rep1&type=pdf,7
119,"Schulter, P Vernaza, W Choi…",Deep network flow for multi-object tracking,115,2017,http://openaccess.thecvf.com/content_cvpr_2017/html/Schulter_Deep_Network_Flow_CVPR_2017_paper.html,23
57,"Wang, F Chen, J Yang, W Xu…",Transferring visual prior for online object tracking,113,2012,https://ieeexplore.ieee.org/abstract/document/6178278/?casa_token=eq6ZzgMdvzkAAAAA:e5KRqCXoNYm4I_5aOZjuWW4f19iadtUwAME2efy7pi-Venul4tim3C7vvzTM7NqpNxq_2XJe0KY,11
327," Balan, MJ Black",An adaptive appearance model approach for model-based articulated object tracking,113,2006,https://ieeexplore.ieee.org/abstract/document/1640830/?casa_token=fN8IyL_ixzEAAAAA:En2Oo_cz-u6vM-pOWvHYK5rBsMsZ1pk04akd1G6zK1j1RC1O2PLHrKc-WTPPluAaPd2Rwn6wMgM,7
218,"Possegger, T Mauthner, PM Roth…",Occlusion geodesics for online multi-object tracking,112,0,https://www.cv-foundation.org/openaccess/content_cvpr_2014/html/Possegger_Occlusion_Geodesics_for_2014_CVPR_paper.html,0
51," Patel, DG Thakore",Moving object tracking using kalman filter,110,2013,https://www.academia.edu/download/31207660/V2I4201376.pdf,12
294,"Felsberg, A Berg, G Hager, J Ahlberg…",The thermal infrared visual object tracking VOT-TIR2015 challenge results,106,0,https://www.cv-foundation.org/openaccess/content_iccv_2015_workshops/w14/html/Felsberg_The_Thermal_Infrared_ICCV_2015_paper.html,0
318,"Zhang, W Hu, W Qu…",Multiple object tracking via species-based particle swarm optimization,106,2010,https://ieeexplore.ieee.org/abstract/document/5604302/?casa_token=yjDeFDrQaEAAAAAA:b-MXm8h7UukSLfywfuFIO3h-1nYqFMH7jArOjQOy-tZCF2tk_fdIshbG6E8THI5hrvsKcPRpA90,9
117,"Zhao, H Tao",Object tracking using color correlogram,105,2005,https://ieeexplore.ieee.org/abstract/document/1570924/?casa_token=-Y4snwF-5j0AAAAA:7pfuJl4hj69HDoUYF-pX70tDy5YJAjJGNId-SKPfUz557-Z9A1jSE9WyEotfNeByVj98BNbvOqY,6
182,"Gyaourova, C Kamath, S Cheung",Block matching for object tracking,104,2003,https://pdfs.semanticscholar.org/db4e/9113f9b3551200f35bc175f27d27033efc37.pdf,5
165,"Angelova, L Mihaylova",Extended object tracking using Monte Carlo methods,104,2008,https://ieeexplore.ieee.org/abstract/document/4400828/?casa_token=RItyHOlDFDIAAAAA:SYKQYo0IeQIh7GtqTk42koQQd8LIq61gD-j-FJjUsapwFu4b5GfX078seBB-IBjGeZeGlQyrZB4,7
261,"Lee, E Erdenee, S Jin, MY Nam, YG Jung…",Multi-class multi-object tracking using changing point detection,104,2016,https://link.springer.com/chapter/10.1007/978-3-319-48881-3_6,17
58,"Wang, JF Doherty…",Moving object tracking in video,103,2000,https://ieeexplore.ieee.org/abstract/document/953609/?casa_token=uALA8sqeB1UAAAAA:capyhMBqOJUUX3hKOjtj0Lu8QnucSRLt96jerthM9dIw3Yxm_mcwe223_8GXyLODNLIPPxeHycY,5
162,"Liu, X Lu, Z He, C Zhang, WS Chen",Deep convolutional neural networks for thermal infrared object tracking,103,2017,https://www.sciencedirect.com/science/article/pii/S0950705117303544?casa_token=hLaOQiYlWPYAAAAA:oYtiaOOFfug-4YBZreaE_AGDkx4KtodDOu4lXlyS2M_WIxeIebgJKU_SDVy0R1fxDyB6mxHv1vw,21
64,"Yang, AB Chan",Learning dynamic memory networks for object tracking,102,2018,http://openaccess.thecvf.com/content_ECCV_2018/html/Tianyu_Yang_Learning_Dynamic_Memory_ECCV_2018_paper.html,26
304,"Henschel, L Lea",Fusion of head and full-body detectors for multi-object tracking,102,2018,http://openaccess.thecvf.com/content_cvpr_2018_workshops/w29/html/Henschel_Fusion_of_Head_CVPR_2018_paper.html,26
183,"Zhu, Y Lao, YF Zheng",Object tracking in structured environments for video surveillance applications,101,2009,https://ieeexplore.ieee.org/abstract/document/5229254/?casa_token=URETwOBkcooAAAAA:4jWObibtWZJkkWsKEld4e55mG3dodYpogFO6BxHVOXrjYHqwALchSkcDOn5mH7vkTQZ11Wi50dQ,8
187,"Pan, B Hu",Robust occlusion handling in object tracking,101,2007,https://ieeexplore.ieee.org/abstract/document/4270451/?casa_token=eroXr62uwbwAAAAA:xlgZpyYn2g6BoXEeR2JBw1oEEOYm-ZAoY3memSjH7jx5gysJM7g7JSJNHfkSJFr5RR1kiKoulJU,7
149," Chen, MC Chen, CW Chen, YC Chang",Architecture design and performance evaluation of RFID object tracking systems,101,2007,https://www.sciencedirect.com/science/article/pii/S0140366407001387?casa_token=jKn27bRaBSkAAAAA:aMuKK5sD87Y4KhH7_cwmyguZCQO0D-UpeS4iPiVwces3IihpktoshyWCIvIwpoKhl8mFoLp5XVY,7
222,"Khoreva, R Benenson, E Ilg, T Brox…",Lucid data dreaming for object tracking,100,2017,https://pure.mpg.de/rest/items/item_2493068/component/file_2493067/content,20
236,"Dong, J Shen, D Wu, K Guo, X Jin…",Quadruplet network with one-shot learning for fast visual object tracking,100,2019,https://ieeexplore.ieee.org/abstract/document/8638788/?casa_token=TCXb8UPZexoAAAAA:YcREuld7c3MTwoQp1y9ZyDRzJqszxbBRuYE2UNK4D7vgL1a1Emsa4XpZ2yY86uYc7BhX5RWxNWM,33
150,"Fang, Y Xiang, X Li…",Recurrent autoregressive networks for online multi-object tracking,100,2018,https://ieeexplore.ieee.org/abstract/document/8354161/?casa_token=geb3GTWgHIoAAAAA:jW95JJfK5b6ntj8-sNTG7zQsxC76xZwBKY0f_aT4CAibhyXCndT-_u1xEUCnSj56kuVlP-uSfRs,25
311,"Hu, W Li, X Zhang, S Maybank",Single and multiple object tracking using a multi-feature joint sparse representation,100,2014,https://ieeexplore.ieee.org/abstract/document/6891248/?casa_token=Mkq0OnkvtKwAAAAA:zFg8DvgX7EPFkhnfY3cbIUetfQlbD7P5Wraa2lG-0A8tNJ1xG84Kca1BfWDrP_0SB2tl0QfSVHM,12
248,"Han, J Jiao, B Zhang, Q Ye, J Liu",Visual object tracking via sample-based Adaptive Sparse Representation (AdaSR),99,2011,https://www.sciencedirect.com/science/article/pii/S0031320311000872?casa_token=XjZ8XXGedpUAAAAA:GBRMsiJbDhsxYTVxRy_imrbnmc-VPAC-yXCfWdfIpJ1EPMdP5V9gMBMCU9XS0jggNSlSol3QpQA,9
293,"Keuper, S Tang, B Andres, T Brox…",Motion segmentation & multiple object tracking by correlation co-clustering,98,2018,https://ieeexplore.ieee.org/abstract/document/8493320/?casa_token=afz6UZGfw2YAAAAA:xd1DsbqV1NeDWsPqTTJdGk-bl-UsyKOGsYruLI1Qfh2puPGAo5WtOjXwD9-pKotOsmqMg_D3XAw,24
143,"Ciaparrone, FL Sánchez, S Tabik, L Troiano…",Deep learning in video multi-object tracking: A survey,97,2020,https://www.sciencedirect.com/science/article/pii/S0925231219315966?casa_token=z9f2XbWnd4gAAAAA:SbmgTozslSukF35My0VFYJb2JPg6TuLxDelg8xCsLw-eIfpaeeH6s0V3eh9qQ8wvCfxmYPLgbVI,48
142,"Han, A Sethi, W Hua, Y Gong",A detection-based multiple object tracking method,96,2004,https://ieeexplore.ieee.org/abstract/document/1421760/?casa_token=aBALEDVzNHwAAAAA:4Az8HufVMiEefG6GgO5uly8knFl82_56NFA56nwFz7vj1mBySzhO0dwhET0NEEPFTmus_KkNOH8,5
211,"Samarah, M A",A predictive energy-efficient technique to support object-tracking sensor networks,95,2010,https://ieeexplore.ieee.org/abstract/document/5676238/?casa_token=xZfBGdouuAkAAAAA:YjblbQ9c5BFTnGrdg5aQopHUK5OK4fMZDkUqesFvCqYmakbeQ6TiNMN2afSAFFlbkOY2CVJFViE,8
283,"Kondor, A Howard, T Jebara",Multi-object tracking with representations of the symmetric group,94,2007,http://proceedings.mlr.press/v2/kondor07a.html,6
233," Zelinsky, MB Neider",An eye movement analysis of multiple object tracking in a realistic environment,94,2008,https://www.tandfonline.com/doi/abs/10.1080/13506280802000752?casa_token=P24L_OBohU0AAAAA:rr8FuIqliOZWGdISLdDCozV3wLsJpYrkOWqDTXAbUH6Bh8pa2k1TU_jujPpQDwJAQIeaN0k6BZXFVaQ,7
292,"Ma, JB Huang, X Yang, MH Yang",Adaptive correlation filters with long-term and short-term memory for object tracking,94,2018,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11263-018-1076-4&casa_token=NvzTHC8t-HgAAAAA:IT3BIMaRDjMbAQAsJaxjLXCFotYzm5RCHqPMjQi9zs4gAZq-YKjtEvByOsgP_DPT6xlgO_daAQROZ0pzKxg,24
25,"Kristan, J Matas, A Leonardis…",The seventh visual object tracking vot2019 challenge results,94,2019,http://openaccess.thecvf.com/content_ICCVW_2019/html/VOT/Kristan_The_Seventh_Visual_Object_Tracking_VOT2019_Challenge_Results_ICCVW_2019_paper.html,31
115,Lea,Tracking the trackers: an analysis of the state of the art in multiple object tracking,93,2017,https://arxiv.org/abs/1704.02781,19
169," Cho, SH Jin, X Dai Pham, JW Jeon…",A real-time object tracking system using a particle filter,93,2006,https://ieeexplore.ieee.org/abstract/document/4058820/?casa_token=gkUkWL4PznoAAAAA:afCsXaCgtqPnxMoUwnO3_QHcRddomrVNwT24kdcuM5YIEl9kP1rBN6pC-pPtfvXHtmJZdH0QHlY,6
29,"Hua, K Alahari, C Schmid",Online object tracking with proposal selection,93,2015,http://openaccess.thecvf.com/content_iccv_2015/html/Hua_Online_Object_Tracking_ICCV_2015_paper.html,13
238,"Zhang, J Ding",Object tracking and detecting based on adaptive background subtraction,93,2012,https://www.sciencedirect.com/science/article/pii/S187770581200149X,9
180," Nouar, G Ali, C Raphaël",Improved object tracking with camshift algorithm,92,2006,https://ieeexplore.ieee.org/abstract/document/1660428/?casa_token=neY3yM3tS9AAAAAA:JVx6iIpC7nQrLoTnQj_zANMvjnDR_tNGqFsy2b3xDemzZjBqGSnQVqlXXkUejTHH2xO8IH91eo0,6
274,"Drew, AW McCollough, TS Horowitz…",Attentional enhancement during multiple-object tracking,92,2009,https://link.springer.com/article/10.3758/PBR.16.2.411,7
266,"Li, DY Yeung",Visual object tracking for unmanned aerial vehicles: A benchmark and new motion models,90,2017,https://ojs.aaai.org/index.php/AAAI/article/view/11205,18
322,"Pezzementi, S Voros…",Articulated object tracking by rendering consistent appearance parts,88,2009,https://ieeexplore.ieee.org/abstract/document/5152374/?casa_token=4-SfGmPIrAsAAAAA:2ase4gAwuhVbmJCkncjubSvpASdPcIrNHL7v6qF0OO3sqM-HPO9J1KMStQVJYDQyAg85EPqyOoQ,7
303,"Chen, X Yang, B Zhong, S Pan, D Chen…",CNNTracker: Online discriminative object tracking via deep convolutional neural network,88,2016,https://www.sciencedirect.com/science/article/pii/S1568494615004159?casa_token=u0jkmSnMDi8AAAAA:W4Vf4VRzo-_imbuUPMVJf8fQ5U_K62aKlZvAPmyiP41-VEl32YO2HCubhqqDCYkvSyKAuJBE9fA,15
245,"Yin, F Porikli, RT Collins",Likelihood map fusion for visual object tracking,88,2008,https://ieeexplore.ieee.org/abstract/document/4544036/?casa_token=yKvPebbIr4oAAAAA:vx0-8DUo67n5Eys6KDBCQ0F1QVTqVK8S8cXFFUQ2rNTASmirDp6TlnOWqWrXB3hQW9Asi41ydtQ,6
66,"Wang, F Chen, W Xu, MH Yang",An experimental comparison of online object-tracking algorithms,87,2011,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/8138/81381A/An-experimental-comparison-of-online-object-tracking-algorithms/10.1117/12.895965.short,8
305," Lin, CC Wang","Stereo-based simultaneous localization, mapping and moving object tracking",87,2010,https://ieeexplore.ieee.org/abstract/document/5649653/?casa_token=z01J61EHxgUAAAAA:6-_NnN62DvOr_bVajLO7kjugVazhHVFwaUf9BCNAgN_442x6PbLU7CMqZf1-1v6k55pJ10GWkWk,7
135,"Zhang, X Jin, J Sun, J Wang, AK Sangaiah",Spatial and semantic convolutional features for robust visual object tracking,87,2020,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11042-018-6562-8&casa_token=XPuaix2hy3QAAAAA:emRLdagqxI8h2xhlv75XxygdpK1hYF92Gmo5YrRPXLvGfdzgG3u1lnR6e6uzo1GjDSMYLKjgIHJSyF3Vkjo,44
158," Hasan, M Rahman, AL Haque…",Cost effective GPS-GPRS based object tracking system,86,2009,https://www.researchgate.net/profile/Khondker_Hasan/publication/44259584_Cost_Effective_GPS-GPRS_Based_Object_Tracking_System/links/0c96053a9e59c57cd7000000.pdf,7
205,"Huang, J Hong",Moving object tracking system based on camshift and Kalman filter,86,2011,https://ieeexplore.ieee.org/abstract/document/5769081/?casa_token=SoFg0bLgDOsAAAAA:OwzMN7Qcfm7h-uVOrzjhM95kip_T-lK40d1hbvDUT9FTmZ4p3WiQbV8amnvOmqsfUPmtT-V7u6I,8
315,"Tang, H Tao",Object tracking with dynamic feature graph,85,2005,https://ieeexplore.ieee.org/abstract/document/1570894/?casa_token=5UKPBmwQVIQAAAAA:yaTEzdyxTmSuyQsVIVXOLv7xUyp5MlzVAJrRW3-yvwEhIOg3Xe_78uCoqVDGUmZB5JXHqplgcC4,5
85,"Chen, J Wang, R Xia, Q Zhang, Z Cao…",The visual object tracking algorithm research based on adaptive combination kernel,85,2019,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s12652-018-01171-4&casa_token=RcqQFfpaUQUAAAAA:8kbAqUqedz5fEetSY8Y_xO2KbdSBngxISqyrjhVnIGmukfxgVCNsJjpoVXhX_I4TEor8DFA-CiM42zdmi5Y,28
203,"Zhang, H Maei, X Wang, YF Wang",Deep reinforcement learning for visual object tracking in videos,84,2017,https://arxiv.org/abs/1701.08936,17
55,"Berg, J Ahlberg, M Felsberg",A thermal object tracking benchmark,83,2015,https://ieeexplore.ieee.org/abstract/document/7301772/?casa_token=oYPCETJwq-MAAAAA:xzr3d6UxZ6FlHMd5QlLBcQx3lnW4Z1yt5nI8nDUAsjmjot0aH-4OD-ZlTEjlo3g9yD4fAIU40dE,12
